dataset,algorithm,n_folds,n_failed,roc_auc_mean,roc_auc_std,train_time_median_s,inference_time_median_s
cylinder-bands,tabpfn,15,0,0.9090555922471147,0.025294482414131417,0.4297635870170779,0.3109687420073896
cylinder-bands,xgboost,15,0,0.8836626503838597,0.033558012883172374,0.0394370930152945,0.0021784919663332
diabetes,catboost,15,0,0.8335105986489635,0.03496095579783095,0.7384325880557299,0.0015222399961203
diabetes,lightgbm,15,0,0.8000505474027487,0.03337654261745883,0.0405846878420561,0.0014826608821749
diabetes,random_forest,15,0,0.8252961798276264,0.03566274137103164,0.1326095240656286,0.0254190501291304
diabetes,tabicl,15,0,0.8405301653855113,0.030806352069848095,0.3599237811286002,0.077750131022185
diabetes,tabpfn,15,0,0.8397961798276263,0.030663889183126788,0.5157891679555178,0.4070730789098888
diabetes,xgboost,15,0,0.7915590496156534,0.0390397266425976,0.0412846719846129,0.0018959280569106
dna,catboost,15,0,0.9946429174797585,0.002003798113114167,5.497349312994629,0.0155297319870442
dna,lightgbm,15,0,0.9945559008868013,0.0023166539227798036,0.3114627689938061,0.020704991009552
dna,random_forest,15,0,0.9931511329850765,0.0021166112486466397,0.2285856200032867,0.0536776959779672
dna,tabicl,15,0,0.9955906980500993,0.0018169675727554987,1.465066502976697,0.6255904920399189
dna,tabpfn,15,0,0.9951157274985635,0.0023781027463951497,1.179502091021277,1.9273418879602104
dna,xgboost,15,0,0.9947356041013872,0.0018640962168347097,0.1889902819530107,0.0068450949620455
dresses-sales,catboost,15,0,0.6045429666119321,0.05193933936482163,3.218363393971231,0.0016382530448026
dresses-sales,lightgbm,15,0,0.5678708264915161,0.04472878025451384,0.0252775290282443,0.0034688040032051
dresses-sales,random_forest,15,0,0.5933087027914614,0.04600192850503686,0.0904038240551017,0.0164942469564266
dresses-sales,tabicl,15,0,0.6259168035030104,0.05223647443370864,0.2860699300072156,0.05940784298582
dresses-sales,tabpfn,15,0,0.6220032840722496,0.04982625009963561,0.3988789220456965,0.2926019909791648
dresses-sales,xgboost,15,0,0.5585933223864258,0.0527758966816609,0.0331283740233629,0.0015242720255628
