dataset,algorithm,fold,roc_auc,train_time_s,inference_time_s,error
blood-transfusion-service-center,catboost,0,0.7280701754385965,3.996270176023245,0.0010912549914792,
blood-transfusion-service-center,catboost,1,0.7775341130604289,3.9524438469670713,0.0011298420140519,
blood-transfusion-service-center,catboost,2,0.7097953216374269,3.730583486962132,0.0006600690539926,
blood-transfusion-service-center,catboost,3,0.7639097744360903,3.712604052969255,0.0006943190237507,
blood-transfusion-service-center,catboost,4,0.7411027568922306,3.79992271005176,0.0007938389899209,
blood-transfusion-service-center,tabpfn,0,0.7473196881091618,0.6898899809457362,0.991996928001754,
blood-transfusion-service-center,tabpfn,1,0.8057992202729044,0.3768070179503411,0.2804858490126207,
blood-transfusion-service-center,tabpfn,2,0.722953216374269,0.3251256260555237,0.278583180042915,
blood-transfusion-service-center,tabpfn,3,0.7832080200501252,0.3326532889623195,0.4169272270519286,
blood-transfusion-service-center,tabpfn,4,0.7498746867167919,0.3274216949939728,0.2827364900149405,
blood-transfusion-service-center,tabicl,0,0.7592592592592591,0.2176080020144581,0.069808577070944,
blood-transfusion-service-center,tabicl,1,0.7950779727095516,0.2372227340238168,0.043544205953367,
blood-transfusion-service-center,tabicl,2,0.7195419103313839,0.317992735072039,0.0475252179894596,
blood-transfusion-service-center,tabicl,3,0.7789473684210526,0.211476620985195,0.0426345339510589,
blood-transfusion-service-center,tabicl,4,0.7588972431077694,0.2115310420049354,0.0435318169184029,
cnae-9,random_forest,0,0.9939236111111112,0.1480230800807476,0.0156518189469352,
cnae-9,random_forest,1,0.9934172453703703,0.1483398349955678,0.0157788279466331,
cnae-9,random_forest,2,0.9927300347222222,0.1479426600271836,0.0156763549894094,
cnae-9,random_forest,3,0.9963107638888888,0.1483530950499698,0.0157295640092343,
cnae-9,random_forest,4,0.9900655864197532,0.1473071189830079,0.0156718089710921,
cnae-9,xgboost,0,0.9901138117283952,1.427984947920777,0.066343878977932,
cnae-9,xgboost,1,0.9951774691358024,0.5614902669331059,0.0644755510147661,
cnae-9,xgboost,2,0.9936342592592592,0.5531898969784379,0.1945830930490046,
cnae-9,xgboost,3,0.9964554398148148,0.654815127956681,0.0643856159877032,
cnae-9,xgboost,4,0.9850742669753084,0.6465613481123,0.0642266370123252,
cnae-9,lightgbm,0,0.9754050925925928,0.1576876839390024,0.008160931058228,
cnae-9,lightgbm,1,0.986062885802469,0.165637708036229,0.0101038799621164,
cnae-9,lightgbm,2,0.9768277391975309,0.161338230012916,0.0081564639694988,
cnae-9,lightgbm,3,0.9847849151234568,0.1606344459578395,0.0082613009726628,
cnae-9,lightgbm,4,0.976707175925926,0.15521006193012,0.0081469400320202,
cnae-9,catboost,0,0.9919945987654322,5.711293805972673,0.0153111480176448,
cnae-9,catboost,1,0.9949845679012346,5.974934841971844,0.0148747750790789,
cnae-9,catboost,2,0.995949074074074,5.997412380995229,0.0149721900233998,
cnae-9,catboost,3,0.9979745370370368,5.491363837965764,0.0148610139731317,
cnae-9,catboost,4,0.9910059799382716,5.915190386003815,0.096858181990683,
cnae-9,tabpfn,0,0.9946952160493828,1.3262960320571435,1.830157440970652,
cnae-9,tabpfn,1,0.994092399691358,1.0350825870409608,1.050471983035095,
cnae-9,tabpfn,2,0.995804398148148,1.0050718979910016,1.383046194096096,
cnae-9,tabpfn,3,0.996358989197531,1.0142241229768842,0.9713773110415788,
cnae-9,tabpfn,4,0.994140625,0.9921037290478124,0.8392526879906654,
cnae-9,tabicl,0,0.9968412422839504,1.2196856359951198,0.7630160859553143,
cnae-9,tabicl,1,0.9988425925925928,1.3409110880456865,0.6878788500325754,
cnae-9,tabicl,2,0.9989872685185184,1.2739353129873052,0.7308920609066263,
cnae-9,tabicl,3,0.9984809027777778,1.2819615320768207,0.715749075054191,
cnae-9,tabicl,4,0.9966483410493828,1.2543348119361326,0.6814904629718512,
first-order-theorem-proving,random_forest,0,0.8285204940082025,0.2614247769815847,0.0132228010334074,
first-order-theorem-proving,random_forest,1,0.8514458744984476,0.2458903240039944,0.0132030110107734,
first-order-theorem-proving,random_forest,2,0.8343430097264367,0.2555964989587664,0.013144243042916,
first-order-theorem-proving,random_forest,3,0.8349615547138792,0.2451466909842565,0.0133256540866568,
first-order-theorem-proving,random_forest,4,0.8315118687629574,0.2556008750107139,0.0131820900132879,
first-order-theorem-proving,xgboost,0,0.8315158563250794,1.5012934359256178,0.0085041150450706,
first-order-theorem-proving,xgboost,1,0.8544674784916065,0.6711097889347002,0.0090610679471865,
first-order-theorem-proving,xgboost,2,0.847833732900447,0.6553770489990711,0.0082797589711844,
first-order-theorem-proving,xgboost,3,0.8429329708796091,0.6627822379814461,0.0083585659740492,
first-order-theorem-proving,xgboost,4,0.8390533833484994,0.6594868339598179,0.0082905651070177,
first-order-theorem-proving,lightgbm,0,0.8305115659207921,0.5146458779927343,0.0069487059954553,
first-order-theorem-proving,lightgbm,1,0.8542371153089588,0.5114313949598,0.0068478239700198,
first-order-theorem-proving,lightgbm,2,0.8446717674899102,0.5147403200389817,0.0072581089334562,
first-order-theorem-proving,lightgbm,3,0.8413786231946556,0.4974908189615235,0.0069748440291732,
first-order-theorem-proving,lightgbm,4,0.832139435123192,0.494959988980554,0.0070028969785198,
first-order-theorem-proving,catboost,0,0.8302677109169562,10.463356459978968,0.0035180080449208,
first-order-theorem-proving,catboost,1,0.8565229560936909,10.389127814909443,0.0035582180134952,
first-order-theorem-proving,catboost,2,0.845522362473241,10.310914682922885,0.0032710479572415,
first-order-theorem-proving,catboost,3,0.8430937514933311,10.270915956003591,0.003476997022517,
first-order-theorem-proving,catboost,4,0.8359838406968582,10.29726629506331,0.0031650600722059,
first-order-theorem-proving,tabpfn,0,0.848767843907241,0.7048154819058254,1.6262510269880297,
first-order-theorem-proving,tabpfn,1,0.8641130777733186,0.4008320650318637,0.7275521700503305,
first-order-theorem-proving,tabpfn,2,0.8608091077682469,0.3438455089926719,0.7281363350339234,
first-order-theorem-proving,tabpfn,3,0.8577565952147631,0.3435439469758421,0.8622012719279155,
first-order-theorem-proving,tabpfn,4,0.8510773912342949,0.3459448029752821,0.728707870002836,
first-order-theorem-proving,tabicl,0,0.8513600179913312,0.2989371899748221,0.4250274469377473,
first-order-theorem-proving,tabicl,1,0.8720195026469596,0.3049386880593374,0.2750373909948393,
first-order-theorem-proving,tabicl,2,0.865823224956172,0.2952177110128104,0.2754110699752345,
first-order-theorem-proving,tabicl,3,0.8632923995400255,0.2980702320346609,0.3307831489946693,
first-order-theorem-proving,tabicl,4,0.8612065217176688,0.3020838029915467,0.2764777480624616,
har,random_forest,0,0.9994381062599772,1.8572050540242344,0.0201633740216493,
har,random_forest,1,0.9994768654009536,1.8723994669271635,0.0184202139498665,
har,random_forest,2,0.9994750755970632,1.8892695190152156,0.0195628750370815,
har,random_forest,3,0.9993357902286996,1.9002780850278211,0.0184087459929287,
har,random_forest,4,0.9995943307007024,1.881229090038687,0.0184022960020229,
har,xgboost,0,0.9998131732414888,5.932170783984475,0.0453088690992444,
har,xgboost,1,0.9998968663195968,5.106771290069446,0.0454197149956598,
har,xgboost,2,0.9999378287382767,5.191090125008486,0.0456210969714447,
har,xgboost,3,0.999855653738963,5.110915857017972,0.0459171299589797,
har,xgboost,4,0.9998823177982468,5.148151506087743,0.153918529045768,
har,lightgbm,0,0.9998563181739704,4.878100792062469,0.0133916239719837,
har,lightgbm,1,0.9998613435812675,4.91833847691305,0.0158961949637159,
har,lightgbm,2,0.9999340285751698,4.955291202990338,0.0137890190817415,
har,lightgbm,3,0.999900086195014,4.89487903797999,0.0135750189656391,
har,lightgbm,4,0.9998602551563672,4.92250913195312,0.0135051180841401,
har,catboost,0,0.9998957589312992,86.12282757100184,0.0129141539800912,
har,catboost,1,0.999874257863076,85.92099378095008,0.0131309389835223,
har,catboost,2,0.9998863303919858,85.89885772101115,0.0125728630227968,
har,catboost,3,0.9998787438534168,85.59710077394266,0.0129486150108277,
har,catboost,4,0.9998259922288674,80.99720079102553,0.0132049790117889,
har,tabpfn,0,0.9999705547075092,0.997626577038318,3.723205415997654,
har,tabpfn,1,0.9999726721154626,0.6704113560263067,2.8157387089449912,
har,tabpfn,2,0.9999753769452492,0.6417344440706074,2.72464167594444,
har,tabpfn,3,0.9999823154276132,0.6433791660238057,2.820215301006101,
har,tabpfn,4,0.999979087693192,0.6399343679659069,2.940671087941155,
har,tabicl,0,0.999995717048365,1.8017005730653184,4.047780032968149,
har,tabicl,1,0.999991970743016,1.8608340030768888,3.9484312660060814,
har,tabicl,2,0.9999860826212278,1.9643726219655944,3.941242023021914,
har,tabicl,3,0.999983923116012,1.8645414430648088,3.9470145660452554,
har,tabicl,4,0.9999951740830444,1.8551669080043207,4.025660899002105,
ilpd,random_forest,0,0.762987012987013,0.0820106799947097,0.0136916380142793,
ilpd,random_forest,1,0.7230687455705174,0.0805824811104685,0.0136286239139735,
ilpd,random_forest,2,0.7142097802976611,0.081225543981418,0.0137060789857059,
ilpd,random_forest,3,0.7732749178532311,0.0819547970313578,0.0136669819476082,
ilpd,random_forest,4,0.7891566265060241,0.0811897809617221,0.0136710170190781,
ilpd,xgboost,0,0.7398989898989898,0.8905007069697604,0.0023450509179383,
ilpd,xgboost,1,0.6913536498936924,0.0225612769136205,0.0020505200373008,
ilpd,xgboost,2,0.6980864635010631,0.0223686390090733,0.0020674359984695,
ilpd,xgboost,3,0.774005111354509,0.022758831968531,0.0020476060453802,
ilpd,xgboost,4,0.7867834976268712,0.0223094900138676,0.0020185019820928,
ilpd,lightgbm,0,0.7615440115440115,0.0179347210796549,0.0014983029104769,
ilpd,lightgbm,1,0.7228915662650601,0.0160090680001303,0.0014155489625409,
ilpd,lightgbm,2,0.7026931254429483,0.0162427369505167,0.001425313996151,
ilpd,lightgbm,3,0.7710843373493975,0.0163079450139775,0.0014339369954541,
ilpd,lightgbm,4,0.778021175611537,0.0163684349972754,0.0013950980501249,
ilpd,catboost,0,0.7806637806637806,0.5181242940016091,0.0009078199509531,
ilpd,catboost,1,0.7604535790219702,0.4630958499619737,0.0009097919100895,
ilpd,catboost,2,0.7267895109851169,0.4626967229414731,0.0008362419903278,
ilpd,catboost,3,0.7809419496166484,0.4751237380551174,0.0008715840522199,
ilpd,catboost,4,0.7889740781307046,0.4658685410395264,0.0013569720322266,
ilpd,tabpfn,0,0.8041125541125541,0.688397022895515,0.9975158610614016,
ilpd,tabpfn,1,0.7820694542877392,0.3854333899216726,0.2811791589483619,
ilpd,tabpfn,2,0.7388377037562012,0.3322114499751478,0.2814748419914394,
ilpd,tabpfn,3,0.769258853596203,0.3320156480185687,0.4210053560091182,
ilpd,tabpfn,4,0.8039430449069004,0.3346780539723113,0.2807809630176052,
ilpd,tabicl,0,0.8232323232323232,0.212786047020927,0.0813708819914609,
ilpd,tabicl,1,0.7980155917788803,0.2440536179346963,0.0451518880436196,
ilpd,tabicl,2,0.7852586817859674,0.3259071019710973,0.0459917149273678,
ilpd,tabicl,3,0.7769258853596203,0.2333354710135609,0.0456345409620553,
ilpd,tabicl,4,0.8163563344286235,0.2329113070154562,0.0446930909529328,
madelon,random_forest,0,0.7547115384615385,0.4146219290560111,0.0150265669217333,
madelon,random_forest,1,0.751457100591716,0.3282308410853147,0.0150013179518282,
madelon,random_forest,2,0.8002366863905325,0.3381644330220297,0.0149958109250292,
madelon,random_forest,3,0.80103550295858,0.3297104260418564,0.015064183040522,
madelon,random_forest,4,0.7867455621301775,0.3237202180316672,0.0149457859806716,
madelon,xgboost,0,0.8887426035502958,1.53834159206599,0.0394189150538295,
madelon,xgboost,1,0.8803772189349113,0.7064985240576789,0.0385222829645499,
madelon,xgboost,2,0.8971301775147928,0.7184165060753003,0.0382137900451198,
madelon,xgboost,3,0.8801331360946746,0.7095951800001785,0.0383105550426989,
madelon,xgboost,4,0.8748816568047337,0.6939554350683466,0.037813851959072,
madelon,lightgbm,0,0.8953698224852071,0.2940222470788285,0.005463239038363,
madelon,lightgbm,1,0.8803994082840237,0.2969598839990794,0.005988035001792,
madelon,lightgbm,2,0.91603550295858,0.2928805269766599,0.0056022569769993,
madelon,lightgbm,3,0.8986686390532546,0.2898784129647538,0.0054462139960378,
madelon,lightgbm,4,0.881923076923077,0.2928515640087425,0.0055268749129027,
madelon,catboost,0,0.9202366863905328,8.653875613003038,0.0118622590089216,
madelon,catboost,1,0.9109171597633136,12.116350032039918,0.0101854089880362,
madelon,catboost,2,0.9411094674556212,11.744344296050258,0.0103266310179606,
madelon,catboost,3,0.9321597633136094,12.004959066980518,0.0108252259669825,
madelon,catboost,4,0.928121301775148,11.794405153021216,0.0103169749490916,
madelon,tabpfn,0,0.9695414201183432,0.794793471111916,2.77460056100972,
madelon,tabpfn,1,0.9679437869822484,0.4982236610958352,1.6937199420062825,
madelon,tabpfn,2,0.972914201183432,0.4434553059982136,1.6898731141118333,
madelon,tabpfn,3,0.965414201183432,0.5418366949306801,1.6879643859574571,
madelon,tabpfn,4,0.973801775147929,0.4446826629573479,1.7004347750917077,
madelon,tabicl,0,0.9713831360946746,0.7972660029772669,1.0175945910159498,
madelon,tabicl,1,0.9698816568047338,0.8943213269812986,0.9353792750043796,
madelon,tabicl,2,0.9747559171597632,0.8141683380817994,0.9373856890015304,
madelon,tabicl,3,0.9659763313609468,0.8072307920083404,0.9454806179273874,
madelon,tabicl,4,0.9732544378698224,0.8106685790698975,0.9381747710285708,
nomao,random_forest,0,0.9943067248565888,0.994296783930622,0.0560175359714776,
nomao,random_forest,1,0.9940686551375733,0.9894515259657056,0.0541045139543712,
nomao,random_forest,2,0.9942975275998118,0.9870727279921994,0.0535866209538653,
nomao,random_forest,3,0.9935080259043608,0.9768439009785652,0.0524458499858155,
nomao,random_forest,4,0.9947203589017256,0.949015161022544,0.0527479099109768,
nomao,xgboost,0,0.9956333312698608,0.5837042951025069,0.0170548700261861,
nomao,xgboost,1,0.9954431791880566,0.3565257210284471,0.1245747179491445,
nomao,xgboost,2,0.9958535818591912,0.3581047969637438,0.0153333919588476,
nomao,xgboost,3,0.9952177619883168,0.3581893329974264,0.0160883070202544,
nomao,xgboost,4,0.995920830550214,0.3540559669490903,0.0170017500640824,
nomao,lightgbm,0,0.9949483616029056,0.4771322000306099,0.0122800871031358,
nomao,lightgbm,1,0.994869554042162,0.5074862570036203,0.0121514649363234,
nomao,lightgbm,2,0.9954688100158466,0.4727458279812708,0.0123754690866917,
nomao,lightgbm,3,0.9947600686349216,0.4616709980182349,0.0115025369450449,
nomao,lightgbm,4,0.9952873313780328,0.4702260179910809,0.0121944400016218,
nomao,catboost,0,0.9952034583797617,40.71583786106203,0.0192245059879496,
nomao,catboost,1,0.9953722173791248,40.56744503497612,0.0214688229607418,
nomao,catboost,2,0.99589236331291,38.90685464302078,0.0186474149813875,
nomao,catboost,3,0.9945122180144802,40.7721382699674,0.018634314998053,
nomao,catboost,4,0.9957159902122212,40.36888421699405,0.0219504920532926,
nomao,tabpfn,0,0.9966880236061244,2.841440311050974,8.044181979028508,
nomao,tabpfn,1,0.9960466639904711,2.2028782789129764,7.000747721060179,
nomao,tabpfn,2,0.9968312664331253,2.5209442930063237,6.880719394073822,
nomao,tabpfn,3,0.9963043646875888,2.239893933059648,6.901383686927147,
nomao,tabpfn,4,0.9965897074846968,2.483756533009,6.922156799002551,
nomao,tabicl,0,0.996888232016838,1.6897475220030174,4.606259346008301,
nomao,tabicl,1,0.996099679062842,1.6186602789675817,4.410111449076794,
nomao,tabicl,2,0.9969748918966976,1.5870141449850053,4.411486119963229,
nomao,tabicl,3,0.9964793969401432,1.6242249479983002,4.411505287978798,
nomao,tabicl,4,0.9967385416275588,1.5536643599625677,4.420027325977571,
ozone-level-8hr,random_forest,0,0.8745394736842105,0.121506999945268,0.0130721310852095,
ozone-level-8hr,random_forest,1,0.9240131578947368,0.117516026017256,0.0130958260269835,
ozone-level-8hr,random_forest,2,0.8939473684210527,0.1310489859897643,0.0131158960284665,
ozone-level-8hr,random_forest,3,0.9150986842105264,0.1188863170100376,0.0131994909606873,
ozone-level-8hr,random_forest,4,0.9281052215189872,0.1212785789975896,0.0129906289512291,
ozone-level-8hr,xgboost,0,0.9081578947368422,0.9343003199901432,0.0075889220461249,
ozone-level-8hr,xgboost,1,0.9148684210526316,0.0822188110323622,0.0078555300133302,
ozone-level-8hr,xgboost,2,0.927171052631579,0.0785602739779278,0.0074267389718443,
ozone-level-8hr,xgboost,3,0.9275,0.0789185910252854,0.0074991569854319,
ozone-level-8hr,xgboost,4,0.947059599156118,0.079341102973558,0.0074469989631325,
ozone-level-8hr,lightgbm,0,0.8957236842105263,0.0728244270430877,0.0021186619997024,
ozone-level-8hr,lightgbm,1,0.9125,0.0716184709453955,0.0019566889386624,
ozone-level-8hr,lightgbm,2,0.9067105263157896,0.0728059799876064,0.0020297890296205,
ozone-level-8hr,lightgbm,3,0.910921052631579,0.0779017379973083,0.0027175180148333,
ozone-level-8hr,lightgbm,4,0.9467299578059072,0.0744510920485481,0.0019932240247726,
ozone-level-8hr,catboost,0,0.9096052631578948,5.481742337928154,0.0027436868986114,
ozone-level-8hr,catboost,1,0.9223684210526316,5.241028239019215,0.0047892599832266,
ozone-level-8hr,catboost,2,0.924342105263158,5.386901870020665,0.0025954460725188,
ozone-level-8hr,catboost,3,0.9121710526315788,5.385063927969895,0.1003508269786834,
ozone-level-8hr,catboost,4,0.9541798523206751,5.314518564031459,0.0026738330489024,
ozone-level-8hr,tabpfn,0,0.929342105263158,0.6938139830017462,1.7750834830803797,
ozone-level-8hr,tabpfn,1,0.9454605263157894,0.4015860230429098,0.7629875750280917,
ozone-level-8hr,tabpfn,2,0.9321710526315792,0.3412795159965753,0.7627990519395098,
ozone-level-8hr,tabpfn,3,0.938421052631579,0.3417118940269574,0.7621366500388831,
ozone-level-8hr,tabpfn,4,0.9593222573839664,0.4402635580627247,1.0089332849020138,
ozone-level-8hr,tabicl,0,0.9234868421052632,0.281375082093291,0.3075133939273655,
ozone-level-8hr,tabicl,1,0.9453947368421052,0.2960278490791097,0.1636550509138032,
ozone-level-8hr,tabicl,2,0.9347368421052632,0.3014486749889329,0.1630797900725156,
ozone-level-8hr,tabicl,3,0.9399013157894736,0.3021696750074625,0.1644128659972921,
ozone-level-8hr,tabicl,4,0.9546083860759492,0.3011991719249636,0.2204723540926352,
phoneme,random_forest,0,0.9629791732042876,0.1315324199385941,0.012879412039183,
phoneme,random_forest,1,0.96226485209837,0.1287069699028507,0.0128125420305877,
phoneme,random_forest,2,0.959395180603498,0.1396660469472408,0.0128377499058842,
phoneme,random_forest,3,0.9561314572566088,0.129388689994812,0.0128074550302699,
phoneme,random_forest,4,0.963891909323565,0.131136056035757,0.0128159669693559,
phoneme,xgboost,0,0.958994665301336,0.8972349190153182,0.0020867740968242,
phoneme,xgboost,1,0.9495970072835976,0.0354362530633807,0.0019205861026421,
phoneme,xgboost,2,0.9518720993608272,0.0351108349859714,0.0019239010289311,
phoneme,xgboost,3,0.953473132372215,0.035617112996988,0.0020127840107306,
phoneme,xgboost,4,0.9570762927345569,0.0360720140160992,0.0019230090547353,
phoneme,lightgbm,0,0.9565626703222292,0.0365623791003599,0.0014828389976173,
phoneme,lightgbm,1,0.950905907807158,0.0342140319989994,0.0014231610111892,
phoneme,lightgbm,2,0.9514757130823988,0.0347965649561956,0.0014182630693539,
phoneme,lightgbm,3,0.9497185060626294,0.0344298660056665,0.0013859350001439,
phoneme,lightgbm,4,0.9546824546969253,0.0352319669909775,0.0014086690498515,
phoneme,catboost,0,0.951929905693098,4.890010794973932,0.0050269759958609,
phoneme,catboost,1,0.9493616529307812,5.205295353080146,0.0015586930094286,
phoneme,catboost,2,0.9530199679587756,5.307678613928147,0.0015580729814246,
phoneme,catboost,3,0.9514495083129324,4.711630558012985,0.0015682680532336,
phoneme,catboost,4,0.9573905098172164,4.580953949014656,0.0012177539756521,
phoneme,tabpfn,0,0.9793590103555916,0.684512437088415,1.4182021101005375,
phoneme,tabpfn,1,0.9797719127289544,0.3799706019926816,0.4060225149150938,
phoneme,tabpfn,2,0.9745899879432508,0.3283150970237329,0.4044768610037863,
phoneme,tabpfn,3,0.9753455822349713,0.3274936770321801,0.4102340299868956,
phoneme,tabpfn,4,0.9797371326037432,0.3305482401046902,0.6529226229758933,
phoneme,tabicl,0,0.9757564371480008,0.2201483589597046,0.2609679599991068,
phoneme,tabicl,1,0.9771892083835698,0.2285802019760012,0.1034512589685618,
phoneme,tabicl,2,0.974620955621253,0.3390487569849938,0.1031793419970199,
phoneme,tabicl,3,0.9731653436863754,0.2348058529896661,0.1030293270014226,
phoneme,tabicl,4,0.977700923219402,0.2374008879996836,0.1608859760453924,
qsar-biodeg,random_forest,0,0.9284572342126298,0.0842443740693852,0.0130820960039272,
qsar-biodeg,random_forest,1,0.9375754527162978,0.0825264119775965,0.0129514191066846,
qsar-biodeg,random_forest,2,0.9354627766599596,0.0808691109996289,0.012942606001161,
qsar-biodeg,random_forest,3,0.9369215291750504,0.0809927360387519,0.0130837979959324,
qsar-biodeg,random_forest,4,0.9366700201207244,0.0811719039920717,0.0131024050060659,
qsar-biodeg,xgboost,0,0.908723021582734,0.8863828619942069,0.0054661029716953,
qsar-biodeg,xgboost,1,0.9322937625754526,0.0461529770400375,0.0053018369944766,
qsar-biodeg,xgboost,2,0.9347082494969818,0.0473632490029558,0.0053453830769285,
qsar-biodeg,xgboost,3,0.9266599597585512,0.0473529129521921,0.0054214369738474,
qsar-biodeg,xgboost,4,0.9412474849094568,0.046312415972352,0.0052138459868729,
qsar-biodeg,lightgbm,0,0.9299060751398882,0.0482703970046713,0.0016180319944396,
qsar-biodeg,lightgbm,1,0.9370221327967808,0.0445613740012049,0.0015631810529157,
qsar-biodeg,lightgbm,2,0.938933601609658,0.0431785340188071,0.0015479970024898,
qsar-biodeg,lightgbm,3,0.9332997987927566,0.0430550680030137,0.0015759989619255,
qsar-biodeg,lightgbm,4,0.9429577464788732,0.0451653680065646,0.0015415580710396,
qsar-biodeg,catboost,0,0.9203637090327738,4.657624002895318,0.0019127839477732,
qsar-biodeg,catboost,1,0.9393360160965796,4.637760826037265,0.001782307983376,
qsar-biodeg,catboost,2,0.943661971830986,4.30645243707113,0.0022228780435398,
qsar-biodeg,catboost,3,0.9332997987927564,4.33386746107135,0.0016787929926067,
qsar-biodeg,catboost,4,0.9409456740442655,4.259818180929869,0.0020568190375342,
qsar-biodeg,tabpfn,0,0.9381494804156676,0.7133304610615596,1.027703416068107,
qsar-biodeg,tabpfn,1,0.943158953722334,0.3927133390679955,0.3008757269708439,
qsar-biodeg,tabpfn,2,0.9590543259557344,0.3395034580025822,0.2963345590978861,
qsar-biodeg,tabpfn,3,0.9356136820925554,0.3409979549469426,0.2970565400319174,
qsar-biodeg,tabpfn,4,0.9525150905432596,0.3402924489928409,0.297487344010733,
qsar-biodeg,tabicl,0,0.9379496402877696,0.2388134819921106,0.1175763860810548,
qsar-biodeg,tabicl,1,0.9451710261569416,0.2559050809359178,0.1046891220612451,
qsar-biodeg,tabicl,2,0.9604627766599596,0.3645173570839688,0.1026034199167043,
qsar-biodeg,tabicl,3,0.942655935613682,0.2613077089190483,0.1026086169295013,
qsar-biodeg,tabicl,4,0.9540241448692154,0.2594527619658038,0.1026909810025245,
wall-robot-navigation,random_forest,0,0.9999741318699464,0.1501798270037397,0.0129997819894924,
wall-robot-navigation,random_forest,1,0.9999594689746298,0.145898848073557,0.0129159470088779,
wall-robot-navigation,random_forest,2,0.9999768561552834,0.1447381699690595,0.0129469030071049,
wall-robot-navigation,random_forest,3,0.9999147047409744,0.1448821759549901,0.0129432079847902,
wall-robot-navigation,random_forest,4,0.9999325229541188,0.1460641759913414,0.0129321910208091,
wall-robot-navigation,xgboost,0,0.9999910832861586,0.9186658730031922,0.0041223920416086,
wall-robot-navigation,xgboost,1,0.9999871800777752,0.0983432220527902,0.0039545799372717,
wall-robot-navigation,xgboost,2,0.9999938053099644,0.1019923639250919,0.0039907349273562,
wall-robot-navigation,xgboost,3,0.9999723113121272,0.0976124580483883,0.0038671800866723,
wall-robot-navigation,xgboost,4,0.9999775892641932,0.0970467509469017,0.0039819510420784,
wall-robot-navigation,lightgbm,0,0.9999973875879076,0.1622157270321622,0.0031453589908778,
wall-robot-navigation,lightgbm,1,1.0,0.1625149949686601,0.0031735310330986,
wall-robot-navigation,lightgbm,2,0.99994393507919,0.1591395809082314,0.0031703760614618,
wall-robot-navigation,lightgbm,3,0.9999288425844624,0.1585792719852179,0.0030544430483132,
wall-robot-navigation,lightgbm,4,0.9999837616496452,0.1617996639106422,0.0031385089969262,
wall-robot-navigation,catboost,0,0.9999897335309398,6.707339373999275,0.0048275180160999,
wall-robot-navigation,catboost,1,0.9999991129089488,6.674848510068841,0.0034453179687261,
wall-robot-navigation,catboost,2,0.9999680467457944,6.806033771019429,0.0021754070185124,
wall-robot-navigation,catboost,3,0.999980542956342,2.9493514340138063,0.002200563903898,
wall-robot-navigation,catboost,4,0.9999751999051628,2.956901176949032,0.0022968089906498,
wall-robot-navigation,tabpfn,0,0.9999106904983964,0.7026571730384603,1.55051541805733,
wall-robot-navigation,tabpfn,1,0.999803225184164,0.3879632380558178,0.7800561079056934,
wall-robot-navigation,tabpfn,2,0.9998999823575864,0.3379348589805886,0.5310287240426987,
wall-robot-navigation,tabpfn,3,0.9997613426856052,0.3382146379444748,0.533767594024539,
wall-robot-navigation,tabpfn,4,0.9996113054305168,0.3335444059921428,0.5310439160093665,
wall-robot-navigation,tabicl,0,0.9999156461735124,0.2412591740721836,0.3035765599925071,
wall-robot-navigation,tabicl,1,0.999973611872717,0.2505463879788294,0.2184867010219022,
wall-robot-navigation,tabicl,2,0.9999353387852729,0.3437609419925138,0.1621684660203755,
wall-robot-navigation,tabicl,3,0.9998570550331698,0.2362608909606933,0.162429096060805,
wall-robot-navigation,tabicl,4,0.9998719664461568,0.2376626100158319,0.1621589119313284,
breast-w,random_forest,0,0.9969429347826086,0.0947682759724557,0.0131281489739194,
breast-w,random_forest,1,0.984375,0.0809381710132584,0.0129922069609165,
breast-w,random_forest,2,0.9944519927536232,0.0909020251128822,0.0132047940278425,
breast-w,random_forest,3,0.9945054945054944,0.082822147058323,0.0131705930689349,
breast-w,random_forest,4,0.9925595238095238,0.0831566759152337,0.0131366320420056,
breast-w,xgboost,0,0.9961503623188406,0.220075462013483,0.0023481480311602,
breast-w,xgboost,1,0.9807518115942028,0.0156324709532782,0.0020560740958899,
breast-w,xgboost,2,0.9932065217391304,0.0165117710130289,0.0020671699894592,
breast-w,xgboost,3,0.9941690962099126,0.0161158919800072,0.0021395380608737,
breast-w,xgboost,4,0.9919871794871796,0.0162988840602338,0.0020470400340855,
breast-w,lightgbm,0,0.9981884057971014,0.0238494439981877,0.0010710249189287,
breast-w,lightgbm,1,0.9866394927536232,0.021753842011094,0.000943545019254,
breast-w,lightgbm,2,0.9923007246376812,0.0214961469173431,0.0009551430121064,
breast-w,lightgbm,3,0.9943933617403004,0.0208604700164869,0.0009308169828727,
breast-w,lightgbm,4,0.9901556776556776,0.0219208600465208,0.0009327899897471,
breast-w,catboost,0,0.9966032608695652,0.4253802079474553,0.0012876490363851,
breast-w,catboost,1,0.9846014492753624,0.36814547306858,0.0091484410222619,
breast-w,catboost,2,0.9923007246376812,0.3705029459670186,0.0010290429927408,
breast-w,catboost,3,0.9957389549226284,0.3706528599141165,0.001013180008158,
breast-w,catboost,4,0.9951923076923076,0.3638043149840086,0.0011154919629916,
breast-w,tabpfn,0,0.9975090579710144,0.7321012540487573,1.1676546690287068,
breast-w,tabpfn,1,0.9870923913043478,0.4429028650047257,0.3135738370474428,
breast-w,tabpfn,2,0.9941123188405796,0.3835610810201615,0.3125268559670076,
