dataset,algorithm,fold,roc_auc,train_time_s,inference_time_s,error
wilt,tabicl,4,0.9980243799915932,0.2097249110229313,0.1665553039638325,
segment,random_forest,0,0.9942361930998296,0.1032326419372111,0.0128950149519369,
segment,random_forest,1,0.996788775197866,0.0917606650618836,0.0128604340134188,
segment,random_forest,2,0.9956108706108704,0.0906897030072286,0.0128735830076038,
segment,random_forest,3,0.9952583191219556,0.0945205059833824,0.012871099053882,
segment,random_forest,4,0.9966002011456556,0.0911164510762319,0.0128676639869809,
segment,xgboost,0,0.993216800034982,0.9561270750127732,0.0036170419771224,
segment,xgboost,1,0.9962066552975644,0.1362150439526885,0.0034947890089824,
segment,xgboost,2,0.9931293454020726,0.1368160239653661,0.0034412089735269,
segment,xgboost,3,0.9953539726267,0.1344256369629874,0.0034556200262159,
segment,xgboost,4,0.9955835410380864,0.1350123649463057,0.0034921660553663,
segment,lightgbm,0,0.9926264812628448,0.2918261719169095,0.0037506220396608,
segment,lightgbm,1,0.9971905199177928,0.2398918409598991,0.0035489610163494,
segment,lightgbm,2,0.9951244042153132,0.2510306480107829,0.003654567990452,
segment,lightgbm,3,0.995977086886178,0.2502273669233545,0.0036167420912534,
segment,lightgbm,4,0.9963870304779396,0.2558000349672511,0.0045415760250762,
segment,catboost,0,0.9934463684463684,6.576641033985652,0.001863879035227,
segment,catboost,1,0.9969828151646334,2.9774341139709577,0.0021918700076639,
segment,catboost,2,0.9962667803576892,2.9047136700246483,0.0024130010278895,
segment,catboost,3,0.995501552319734,5.943324996042065,0.0021166480146348,
segment,catboost,4,0.9973271677817132,6.512840396026149,0.0045193919213488,
segment,tabpfn,0,0.9970812016266564,0.6890583380591124,1.4139301049290225,
segment,tabpfn,1,0.9977207136298044,0.3937270110473037,0.4302379939472303,
segment,tabpfn,2,0.9980377366741005,0.3874628969933837,0.4274308130843565,
segment,tabpfn,3,0.9971905199177928,0.36461315699853,0.4280979019822553,
segment,tabpfn,4,0.9982727710000436,0.3668566030682996,0.4278686390025541,
segment,tabicl,0,0.9971522585158948,0.2589154959423467,0.2429090450750664,
segment,tabicl,1,0.9979666797848616,0.2369371399981901,0.0858125250088051,
segment,tabicl,2,0.9978846910665092,0.333500490989536,0.075352101936005,
segment,tabicl,3,0.9975020770475316,0.237529746023938,0.0754859029548242,
segment,tabicl,4,0.9984422143513052,0.2372741040308028,0.0750981030287221,
climate-model-simulation-crashes,random_forest,0,0.973469387755102,0.1258267150260508,0.0143999578431248,
climate-model-simulation-crashes,random_forest,1,0.8916947250280585,0.1244367710314691,0.0143169439397752,
climate-model-simulation-crashes,random_forest,2,0.9320987654320988,0.1247725209686905,0.0143961319699883,
climate-model-simulation-crashes,random_forest,3,0.840628507295174,0.1231733348686248,0.014253970934078,
climate-model-simulation-crashes,random_forest,4,0.872053872053872,0.1265273608732968,0.0168451368808746,
climate-model-simulation-crashes,xgboost,0,0.9612244897959183,0.257100777933374,0.0045649320818483,
climate-model-simulation-crashes,xgboost,1,0.9551066217732884,0.0398695250041782,0.0044238010887056,
climate-model-simulation-crashes,xgboost,2,0.9887766554433222,0.0414048759266734,0.0044710419606417,
climate-model-simulation-crashes,xgboost,3,0.9079685746352414,0.0382015269715338,0.0044220481067895,
climate-model-simulation-crashes,xgboost,4,0.8843995510662177,0.0387270099017769,0.0043978129979223,
climate-model-simulation-crashes,lightgbm,0,0.956122448979592,0.0422285960521549,0.0017369319684803,
climate-model-simulation-crashes,lightgbm,1,0.9461279461279462,0.0403432520106434,0.0014985359739512,
climate-model-simulation-crashes,lightgbm,2,0.9865319865319864,0.0414889920502901,0.0015195570886135,
climate-model-simulation-crashes,lightgbm,3,0.8552188552188552,0.0384123709518462,0.0014836639165878,
climate-model-simulation-crashes,lightgbm,4,0.9405162738496072,0.0404923851601779,0.0015576549340039,
climate-model-simulation-crashes,catboost,0,0.9785714285714284,5.649582345969975,0.0021127332001924,
climate-model-simulation-crashes,catboost,1,0.9618406285072952,5.256468572188169,0.0024875218514353,
climate-model-simulation-crashes,catboost,2,0.9977553310886644,5.2651137029752135,0.0019964890088886,
climate-model-simulation-crashes,catboost,3,0.9023569023569024,5.333751627011225,0.0015479300636798,
climate-model-simulation-crashes,catboost,4,0.9225589225589226,1.3979408238083124,0.0017407981213182,
climate-model-simulation-crashes,tabpfn,0,0.9897959183673468,1.0110571479890496,1.6142637110315263,
climate-model-simulation-crashes,tabpfn,1,0.9685746352413018,0.6262865148019046,0.4521754370070994,
climate-model-simulation-crashes,tabpfn,2,0.9887766554433222,0.5353747319895774,0.4508295890409499,
climate-model-simulation-crashes,tabpfn,3,0.867564534231201,0.5348638989962637,0.4549918409902602,
climate-model-simulation-crashes,tabpfn,4,0.9539842873176206,0.5352898449636996,0.4521796640474349,
climate-model-simulation-crashes,tabicl,0,0.9918367346938776,0.3514414879027754,0.1050506911706179,
climate-model-simulation-crashes,tabicl,1,0.9741863075196407,0.3711485648527741,0.0718841690104454,
climate-model-simulation-crashes,tabicl,2,0.9809203142536476,0.3714324801694602,0.0689792251214385,
climate-model-simulation-crashes,tabicl,3,0.8911335578002244,0.3700685738585889,0.0691511498298496,
climate-model-simulation-crashes,tabicl,4,0.9719416386083052,0.3689180470537394,0.0690246119629591,
Fashion-MNIST,random_forest,0,0.9903297505668934,14.57644568104297,0.136009827023372,
Fashion-MNIST,random_forest,1,0.9905955980725624,14.53857168799732,0.128291588043794,
Fashion-MNIST,random_forest,2,0.9908411224489796,14.52555199607741,0.1205864390358328,
Fashion-MNIST,random_forest,3,0.9904928826530612,14.512199345976114,0.1207498530857265,
Fashion-MNIST,random_forest,4,0.9909048979591836,14.50641050399281,0.1201766849262639,
Fashion-MNIST,xgboost,0,0.9934103968253968,79.6836103949463,0.1212995559908449,
Fashion-MNIST,xgboost,1,0.9937249886621315,79.48767236398999,0.1224847199628129,
Fashion-MNIST,xgboost,2,0.9934478373015876,79.91285925998818,0.1230995090445503,
Fashion-MNIST,xgboost,3,0.9934773894557823,78.57758398994338,0.1211226810701191,
Fashion-MNIST,xgboost,4,0.993566128117914,78.98495150008239,0.120544641977176,
Fashion-MNIST,lightgbm,0,0.9933584353741496,28.924518293933943,0.1566178889479488,
Fashion-MNIST,lightgbm,1,0.993572409297052,28.84929794003256,0.1491095350356772,
Fashion-MNIST,lightgbm,2,0.9932910827664396,29.5273192320019,0.1353229649830609,
Fashion-MNIST,lightgbm,3,0.993469433106576,29.177905930089764,0.1344347159611061,
Fashion-MNIST,lightgbm,4,0.993479053287982,29.522160523105413,0.1349979389924556,
Fashion-MNIST,catboost,0,0.99306981292517,679.3308401319664,0.0420286930166184,
Fashion-MNIST,catboost,1,0.9932891383219952,680.5434601989109,0.0397127770120278,
Fashion-MNIST,catboost,2,0.9930796938775512,682.4664483839879,0.0390594350174069,
Fashion-MNIST,catboost,3,0.993044977324263,685.8598926480627,0.0384671129286289,
Fashion-MNIST,catboost,4,0.993228259637188,687.5928357719677,0.0409223369788378,
Fashion-MNIST,tabpfn,0,0.9940706859410432,2.467287023901008,17.833154379040934,
Fashion-MNIST,tabpfn,1,0.9942831462585032,2.266599252005108,16.89114637498278,
Fashion-MNIST,tabpfn,2,0.9943156575963716,2.235502684023232,16.820744362077676,
Fashion-MNIST,tabpfn,3,0.9943741609977323,2.342518715071492,16.793839227990247,
Fashion-MNIST,tabpfn,4,0.9943834041950116,2.232624214957468,16.795993061969057,
Fashion-MNIST,tabicl,0,0.9950947562358275,22.473278905963525,59.82520560291596,
Fashion-MNIST,tabicl,1,0.9952551757369614,21.65527832508087,51.32072061486542,
Fashion-MNIST,tabicl,2,0.9950840873015874,21.853220670949668,51.38763949205168,
Fashion-MNIST,tabicl,3,0.9950982142857144,21.685254010837525,51.03765611699782,
Fashion-MNIST,tabicl,4,0.9950614512471656,21.4579932319466,50.291809025919065,
jungle_chess_2pcs_raw_endgame_complete,random_forest,0,0.9391490347022414,0.4262260249815881,0.0353863548953086,
jungle_chess_2pcs_raw_endgame_complete,random_forest,1,0.936013045805528,0.5010430400725454,0.0352876181714236,
jungle_chess_2pcs_raw_endgame_complete,random_forest,2,0.9378025037946705,0.4893785030581057,0.035417390987277,
jungle_chess_2pcs_raw_endgame_complete,random_forest,3,0.9393821715459876,0.4478126170579344,0.0361987981013953,
jungle_chess_2pcs_raw_endgame_complete,random_forest,4,0.9392280670721346,0.4980884208343923,0.0352373728528618,
jungle_chess_2pcs_raw_endgame_complete,xgboost,0,0.9780357059618692,0.4952801500912756,0.0146580231375992,
jungle_chess_2pcs_raw_endgame_complete,xgboost,1,0.9769289445162942,0.2853558519855141,0.0159472681116312,
jungle_chess_2pcs_raw_endgame_complete,xgboost,2,0.977489365763094,0.277298228116706,0.0145622708369046,
jungle_chess_2pcs_raw_endgame_complete,xgboost,3,0.978267299843119,0.2783913589082658,0.0144524669740349,
jungle_chess_2pcs_raw_endgame_complete,xgboost,4,0.9780613869115854,0.2782806828618049,0.0149034890346229,
jungle_chess_2pcs_raw_endgame_complete,lightgbm,0,0.9761207477170184,0.287674822146073,0.0204122210852801,
jungle_chess_2pcs_raw_endgame_complete,lightgbm,1,0.9734472780708838,0.2925608840305358,0.0200642407871782,
jungle_chess_2pcs_raw_endgame_complete,lightgbm,2,0.9737752699049422,0.2940581568982452,0.0206288730259984,
jungle_chess_2pcs_raw_endgame_complete,lightgbm,3,0.9754523247790508,0.2964378490578383,0.0218531698919832,
jungle_chess_2pcs_raw_endgame_complete,lightgbm,4,0.9747274626461048,0.2928942309226841,0.0205190998967736,
jungle_chess_2pcs_raw_endgame_complete,catboost,0,0.9758953019297062,3.76711023109965,0.0099992910400033,
jungle_chess_2pcs_raw_endgame_complete,catboost,1,0.9742798712151256,3.8084211370442063,0.0138032680843025,
jungle_chess_2pcs_raw_endgame_complete,catboost,2,0.9750464968050468,3.7046095540281385,0.009008492808789,
jungle_chess_2pcs_raw_endgame_complete,catboost,3,0.975861402701799,3.708546839887276,0.0092413199599832,
jungle_chess_2pcs_raw_endgame_complete,catboost,4,0.9762162262199524,3.756385035812855,0.0088933410588651,
jungle_chess_2pcs_raw_endgame_complete,tabpfn,0,0.9983502523635304,1.055396171985194,5.957897087093443,
jungle_chess_2pcs_raw_endgame_complete,tabpfn,1,0.9976194676808342,0.6728789319749922,4.428240912035108,
jungle_chess_2pcs_raw_endgame_complete,tabpfn,2,0.9980819793646308,0.6743654501624405,4.424742951057851,
jungle_chess_2pcs_raw_endgame_complete,tabpfn,3,0.9978261009965536,0.6687323241494596,4.429190517868847,
jungle_chess_2pcs_raw_endgame_complete,tabpfn,4,0.9975033275278504,0.6281015919521451,4.683035007910803,
jungle_chess_2pcs_raw_endgame_complete,tabicl,0,0.9873368011060254,0.4101368859410286,2.238718783017248,
jungle_chess_2pcs_raw_endgame_complete,tabicl,1,0.9857876166344384,0.4404030099976808,1.918239357881248,
jungle_chess_2pcs_raw_endgame_complete,tabicl,2,0.9859243113737378,0.6010966650210321,1.9237929650116712,
jungle_chess_2pcs_raw_endgame_complete,tabicl,3,0.9866354425343496,0.4395653798710555,1.920691697858274,
jungle_chess_2pcs_raw_endgame_complete,tabicl,4,0.9868145252480328,0.4517255269456655,2.003618163987994,
Bioresponse,random_forest,0,0.8921025941374778,0.7852631339337677,0.0235968179767951,
Bioresponse,random_forest,1,0.8602660439395134,0.7786954309558496,0.0232861730037257,
Bioresponse,random_forest,2,0.8659142842816312,0.7587880470091477,0.0232753360178321,
Bioresponse,random_forest,3,0.8595855330549208,0.7654807170620188,0.0231880850624293,
Bioresponse,random_forest,4,0.8751503608660786,0.7747280410258099,0.0223993849940598,
Bioresponse,xgboost,0,0.8839566310496544,1.895666421041824,0.1338688370306044,
Bioresponse,xgboost,1,0.8573219389545921,1.180356165044941,0.1316385489189997,
Bioresponse,xgboost,2,0.8682423478341845,1.144767243997194,0.1329668581020087,
Bioresponse,xgboost,3,0.8624580053151483,1.040783477947116,0.2370136580429971,
Bioresponse,xgboost,4,0.865563065643258,1.0751311810454354,0.1323136300779879,
Bioresponse,lightgbm,0,0.8924918576081367,0.5238264619838446,0.0161040200619027,
Bioresponse,lightgbm,1,0.8611686162706571,0.511984282056801,0.0149438630323857,
Bioresponse,lightgbm,2,0.8672932142319897,0.5315826430451125,0.0165973780676722,
Bioresponse,lightgbm,3,0.8709679730087894,0.5227097689639777,0.0142947810236364,
Bioresponse,lightgbm,4,0.8805776721273915,0.5253702730406076,0.0156700299121439,
Bioresponse,catboost,0,0.8887063596365923,14.357809568056837,0.137111502001062,
Bioresponse,catboost,1,0.8616055758912902,15.171695914003068,0.0303570280084386,
Bioresponse,catboost,2,0.873303199833812,14.495763591025025,0.1185365830315277,
Bioresponse,catboost,3,0.8631098631098632,14.932048912975006,0.0299967179307714,
Bioresponse,catboost,4,0.872966548287318,14.578969680937009,0.0299888070439919,
Bioresponse,tabpfn,0,0.8970273127249871,2.8351807369617745,3.992599832010456,
Bioresponse,tabpfn,1,0.864341945974599,2.5282633039169014,2.9374835960334167,
Bioresponse,tabpfn,2,0.8716341573484431,2.5180823520058766,2.657949710963294,
Bioresponse,tabpfn,3,0.8674794593161941,2.5107577570015565,2.8552735169650987,
Bioresponse,tabpfn,4,0.881386756787719,2.523278621956706,2.665496719069779,
Bioresponse,tabicl,0,0.8847672990114851,4.3156187910353765,5.750044888001867,
Bioresponse,tabicl,1,0.8439982521615175,4.272331093088724,5.138361906050704,
Bioresponse,tabicl,2,0.8496178394137578,4.314685633056797,5.014520489959978,
Bioresponse,tabicl,3,0.8440842114311502,4.383651452953927,5.349150751950219,
Bioresponse,tabicl,4,0.8643637587352503,4.25602405006066,5.016294847009704,
spambase,random_forest,0,0.9842511132833712,0.1566716060042381,0.0137804200639948,
spambase,random_forest,1,0.9929002774604212,0.1487582710105925,0.0137234049616381,
spambase,random_forest,2,0.9852021108753604,0.1507702210219577,0.0135111180134117,
spambase,random_forest,3,0.9855516940929524,0.1493739889701828,0.0137105360627174,
spambase,random_forest,4,0.9818511257648668,0.1490783379413187,0.0138671490130946,
spambase,xgboost,0,0.987010871175094,0.3070158009650185,0.0073677219916135,
spambase,xgboost,1,0.9914091131652744,0.1048869619844481,0.0072319189785048,
spambase,xgboost,2,0.9834512911059344,0.1052770329406485,0.0080015660496428,
spambase,xgboost,3,0.9886977959959604,0.1004548260243609,0.0072499960660934,
spambase,xgboost,4,0.9852076278738192,0.0988080219831317,0.0072437770431861,
spambase,lightgbm,0,0.987850153539303,0.0961963690351694,0.0024615289876237,
spambase,lightgbm,1,0.9934665736852776,0.0945957240182906,0.0022896119626238,
spambase,lightgbm,2,0.9840002769658392,0.0946761830709874,0.0022968129487708,
spambase,lightgbm,3,0.9891235470009306,0.0950352579820901,0.0023196080001071,
spambase,lightgbm,4,0.9864254737717578,0.0948705628979951,0.0023211700608953,
spambase,catboost,0,0.9882401729909062,2.0429717309307307,0.0029216350521892,
spambase,catboost,1,0.9930362874707578,2.011938986950554,0.0030819639796391,
spambase,catboost,2,0.9854642392589186,2.0123083780054003,0.0024233920266851,
spambase,catboost,3,0.9892968177587677,2.0047968830913305,0.0031839050352573,
spambase,catboost,4,0.9853363432939266,2.0097851869650185,0.0030318689532577,
spambase,tabpfn,0,0.992525450003456,0.7893441430060193,2.0478798770345747,
spambase,tabpfn,1,0.9920669070334486,0.480199258076027,1.1123530119657516,
spambase,tabpfn,2,0.9885850507688274,0.4223116569919511,0.8582222749246284,
spambase,tabpfn,3,0.9902473316303292,0.4178873930359259,0.8586841330397874,
spambase,tabpfn,4,0.9922919265728036,0.4168202329892665,0.8550304159289226,
spambase,tabicl,0,0.9929352172753932,0.3613198300590738,0.501725121983327,
spambase,tabicl,1,0.9945398163122988,0.3820612349081784,0.3771469310158863,
spambase,tabicl,2,0.9890969429895494,0.3757315609836951,0.3103863750584423,
spambase,tabicl,3,0.991861224974752,0.3580905669368803,0.3091380950063467,
spambase,tabicl,4,0.9916186459137803,0.35742144996766,0.3089841150213033,
PhishingWebsites,random_forest,0,0.9954487806495466,0.1788285579532385,0.0229837549850344,
PhishingWebsites,random_forest,1,0.9970469503804772,0.1697739750379696,0.0229776960331946,
PhishingWebsites,random_forest,2,0.99624123410534,0.1689897360047325,0.0230867790523916,
PhishingWebsites,random_forest,3,0.9956994614170304,0.1697444210294634,0.0229290750576183,
PhishingWebsites,random_forest,4,0.9936623641935184,0.1693880500970408,0.0229084640741348,
PhishingWebsites,xgboost,0,0.9959962864105836,0.2808342200005427,0.0068250889889895,
PhishingWebsites,xgboost,1,0.9972587410268736,0.0721773790428415,0.0055560959735885,
PhishingWebsites,xgboost,2,0.996196886553159,0.0722675339784473,0.0055584190413355,
PhishingWebsites,xgboost,3,0.9966118853057054,0.0715639939298853,0.0056351739913225,
PhishingWebsites,xgboost,4,0.996159197033814,0.0681090609868988,0.0055693159811198,
PhishingWebsites,lightgbm,0,0.995901788822759,0.1016066659940406,0.0073407170129939,
PhishingWebsites,lightgbm,1,0.996756826207331,0.0976731700357049,0.0069830639986321,
PhishingWebsites,lightgbm,2,0.9953472371889456,0.098140446934849,0.0069778760662302,
PhishingWebsites,lightgbm,3,0.9955829729514613,0.0961905099684372,0.1167282878886908,
PhishingWebsites,lightgbm,4,0.9948674601700648,0.0987363370368257,0.0069205310428515,
PhishingWebsites,catboost,0,0.9950297584509028,5.394567374954931,0.0078314889688044,
PhishingWebsites,catboost,1,0.996129743530231,5.391523816040717,0.0069733300479128,
PhishingWebsites,catboost,2,0.9958918417082512,5.3587578010046855,0.0065243890276178,
PhishingWebsites,catboost,3,0.9956575918973772,5.413617684971541,0.006635305006057,
PhishingWebsites,catboost,4,0.9943675132324264,5.3511808719486,0.006940028979443,
PhishingWebsites,tabpfn,0,0.997838989373166,0.9999400870874524,2.2034942660247907,
PhishingWebsites,tabpfn,1,0.9986820073277076,0.6900310179917142,1.0356131170410665,
PhishingWebsites,tabpfn,2,0.9983786203352178,0.6431277910014614,1.0366966120200232,
PhishingWebsites,tabpfn,3,0.998207072549514,0.6423530750907958,1.0367010190384462,
PhishingWebsites,tabpfn,4,0.9979260078532296,0.6355445020599291,1.038369306945242,
PhishingWebsites,tabicl,0,0.997993169648038,0.3790644709952175,0.6666353980544955,
PhishingWebsites,tabicl,1,0.9986550672259156,0.3943355149822309,0.5063550899503753,
PhishingWebsites,tabicl,2,0.998440789800892,0.3933427250012755,0.5085729380371049,
PhishingWebsites,tabicl,3,0.998173079474152,0.3959253259235993,0.5081394920125604,
PhishingWebsites,tabicl,4,0.9979177168592388,0.391544101992622,0.5084612519713119,
GesturePhaseSegmentationProcessed,random_forest,0,0.8889420020203666,0.4670224189758301,0.0133594099897891,
GesturePhaseSegmentationProcessed,random_forest,1,0.8950607993504297,0.4633441520854831,0.0132168270647525,
GesturePhaseSegmentationProcessed,random_forest,2,0.8875254254950538,0.4651688239537179,0.0133234660606831,
GesturePhaseSegmentationProcessed,random_forest,3,0.8947495882406663,0.4616598400752991,0.0131634870776906,
GesturePhaseSegmentationProcessed,random_forest,4,0.8941791045189385,0.4747531230095774,0.0132741029374301,
GesturePhaseSegmentationProcessed,xgboost,0,0.8902802157901253,1.4742480559507385,0.007553618052043,
GesturePhaseSegmentationProcessed,xgboost,1,0.8957928055531659,0.6328194160014391,0.007384916068986,
GesturePhaseSegmentationProcessed,xgboost,2,0.8899552177002459,0.6286997490096837,0.007363504031673,
GesturePhaseSegmentationProcessed,xgboost,3,0.8934984327134352,0.6310317110037431,0.0081355599686503,
GesturePhaseSegmentationProcessed,xgboost,4,0.8938637501346864,0.6359333680011332,0.0074083509389311,
GesturePhaseSegmentationProcessed,lightgbm,0,0.886152730717142,0.3537324300268665,0.0081117340596392,
GesturePhaseSegmentationProcessed,lightgbm,1,0.8891918003942368,0.350179631030187,0.0080985150998458,
GesturePhaseSegmentationProcessed,lightgbm,2,0.885201415690396,0.366771921981126,0.0080429209629073,
GesturePhaseSegmentationProcessed,lightgbm,3,0.8921506233271067,0.3619918149197474,0.00819262501318,
GesturePhaseSegmentationProcessed,lightgbm,4,0.8936051759776589,0.3644578669918701,0.0090973599581047,
GesturePhaseSegmentationProcessed,catboost,0,0.8932240059261307,8.61381318490021,0.0032112980261445,
GesturePhaseSegmentationProcessed,catboost,1,0.8977426417083535,5.012348899035715,0.0031809729989618,
GesturePhaseSegmentationProcessed,catboost,2,0.8937323809824191,6.349341540946625,0.0033172849798575,
GesturePhaseSegmentationProcessed,catboost,3,0.9007343137772856,8.939374295063317,0.0027112080715596,
GesturePhaseSegmentationProcessed,catboost,4,0.9046632826303536,8.793165600975044,0.002779358997941,
GesturePhaseSegmentationProcessed,tabpfn,0,0.9604353676662708,0.6900095249293372,1.7047331429785118,
GesturePhaseSegmentationProcessed,tabpfn,1,0.956995732496726,0.4038074290147051,0.757480724947527,
GesturePhaseSegmentationProcessed,tabpfn,2,0.9587006932410234,0.3637455600546673,0.7565693210344762,
GesturePhaseSegmentationProcessed,tabpfn,3,0.966272088907028,0.3626609470229596,0.9329041130840778,
GesturePhaseSegmentationProcessed,tabpfn,4,0.9594340660683658,0.348709606914781,0.7566576539538801,
GesturePhaseSegmentationProcessed,tabicl,0,0.9638753520408316,0.3839632190065458,0.4715455890400335,
GesturePhaseSegmentationProcessed,tabicl,1,0.9616374152861248,0.2953279629582539,0.3301809260156005,
GesturePhaseSegmentationProcessed,tabicl,2,0.960417694324058,0.2961524080019444,0.331125809927471,
GesturePhaseSegmentationProcessed,tabicl,3,0.9681814128736064,0.301142405020073,0.3846545750275254,
GesturePhaseSegmentationProcessed,tabicl,4,0.9610106097194344,0.2809450570493936,0.331052070017904,
analcatdata_authorship,random_forest,0,1.0,0.1078816459048539,0.0139444849919527,
analcatdata_authorship,random_forest,1,0.9998276942999952,0.10462379490491,0.0138272400945425,
analcatdata_authorship,random_forest,2,1.0,0.1057798600522801,0.0138593480223789,
analcatdata_authorship,random_forest,3,1.0,0.1037225810578093,0.0139545688871294,
analcatdata_authorship,random_forest,4,0.999762978768468,0.1038152179680764,0.0139830929692834,
analcatdata_authorship,xgboost,0,0.9999614791987672,0.2851905839052051,0.0080372709780931,
analcatdata_authorship,xgboost,1,0.9998471314015348,0.0884537899401038,0.0089917150326073,
analcatdata_authorship,xgboost,2,0.9988151840676752,0.0794249789323657,0.00790738791693,
analcatdata_authorship,xgboost,3,0.9996922502997986,0.0798738690791651,0.0079413879429921,
analcatdata_authorship,xgboost,4,0.999516109586806,0.0801277669379487,0.0078973730560392,
analcatdata_authorship,lightgbm,0,0.9999614791987672,0.2162606130586937,0.0024598400341346,
analcatdata_authorship,lightgbm,1,1.0,0.2121473359875381,0.0023326009977608,
analcatdata_authorship,lightgbm,2,0.9999622071050642,0.2087690859334543,0.0023467419669032,
analcatdata_authorship,lightgbm,3,1.0,0.2131981040583923,0.0023868709104135,
analcatdata_authorship,lightgbm,4,0.9998547957194572,0.2112153859343379,0.0023671619128435,
analcatdata_authorship,catboost,0,1.0,1.525132813025266,0.0038305649068206,
analcatdata_authorship,catboost,1,0.9998471314015348,1.562265204032883,0.0031160990474745,
analcatdata_authorship,catboost,2,0.9998902546093064,1.5234917650232092,0.0039043049328029,
analcatdata_authorship,catboost,3,1.0,1.5531915460014716,0.0031041409820318,
analcatdata_authorship,catboost,4,0.9991728844962032,1.5265670029912144,0.0027684910455718,
analcatdata_authorship,tabpfn,0,1.0,0.7341645669657737,1.1808416729327291,
analcatdata_authorship,tabpfn,1,1.0,0.4449041109764948,0.5134130039950833,
analcatdata_authorship,tabpfn,2,1.0,0.3991676939185709,0.3599429220193997,
analcatdata_authorship,tabpfn,3,1.0,0.3886939568910748,0.3399529280140996,
analcatdata_authorship,tabpfn,4,1.0,0.4939533700235188,0.345076842000708,
analcatdata_authorship,tabicl,0,1.0,0.3028686488978565,0.3136687129735946,
analcatdata_authorship,tabicl,1,1.0,0.3256420459365472,0.167044154019095,
analcatdata_authorship,tabicl,2,1.0,0.3243600029964,0.0994118090020492,
analcatdata_authorship,tabicl,3,1.0,0.32156886998564,0.0994060200173407,
analcatdata_authorship,tabicl,4,1.0,0.3239576029591262,0.0993293549399823,
splice,random_forest,0,0.9912229578712668,0.1417211630614474,0.0214019590057432,
splice,random_forest,1,0.9943636352271126,0.1330295680090785,0.0215915209846571,
splice,random_forest,2,0.993333103554434,0.1353995500830933,0.0212884799111634,
splice,random_forest,3,0.9883258569659792,0.1335714650340378,0.0235864559654146,
splice,random_forest,4,0.9926957180539816,0.1338691890705377,0.0214115439448505,
splice,xgboost,0,0.9943215167006164,0.3045300469966605,0.0085025130538269,
splice,xgboost,1,0.9949864055487346,0.0968428020132705,0.1141973590711131,
splice,xgboost,2,0.9956575572844798,0.0970139870187267,0.0083099860930815,
splice,xgboost,3,0.9917808927176578,0.0964093060465529,0.0084003900410607,
splice,xgboost,4,0.9950507269160566,0.0964971779612824,0.0082149340305477,
splice,lightgbm,0,0.9940044434056464,0.0728260450996458,0.0088611569954082,
splice,lightgbm,1,0.9958691129381232,0.0708631799789145,0.0087761000031605,
splice,lightgbm,2,0.995861255795042,0.0705008300719782,0.008893925929442,
splice,lightgbm,3,0.9898036109965724,0.0691539229592308,0.0088546170154586,
splice,lightgbm,4,0.9961240277486726,0.0696952489670366,0.0089479759335517,
splice,catboost,0,0.9940570877682132,64.0609437309904,0.0079838680103421,
splice,catboost,1,0.9961015000248804,64.76205279596616,0.0066108190221711,
splice,catboost,2,0.9959786620935944,64.60661824001,0.0061855809763073,
splice,catboost,3,0.9930185660547876,82.02687339100521,0.0076795130735263,
splice,catboost,4,0.9965268240074634,67.15732229605783,0.0063414899632334,
splice,tabpfn,0,0.9939589357523804,0.8858193549094722,1.9256497441092504,
splice,tabpfn,1,0.9974077324570064,0.580931628937833,0.8178574939956889,
splice,tabpfn,2,0.9970118632529332,0.645705739967525,0.8186169370310381,
splice,tabpfn,3,0.9936078549696252,0.543356285081245,0.8290731130400673,
splice,tabpfn,4,0.9940332744793348,0.5238130299840122,0.8178780250018463,
splice,tabicl,0,0.9945839263222028,0.3650463540107012,0.4212189100217074,
splice,tabicl,1,0.997964099036682,0.3890121739823371,0.2380472200457006,
splice,tabicl,2,0.9972299867714332,0.3943393100053072,0.2384267660090699,
splice,tabicl,3,0.9942540718342948,0.3886020920472219,0.2404579799622297,
splice,tabicl,4,0.9972148407709264,0.3979494710220024,0.2382348100654781,
analcatdata_dmft,random_forest,0,0.5087255803679115,0.097589630051516,0.0144062140025198,
analcatdata_dmft,random_forest,1,0.5125515731157231,0.09239718306344,0.0142871860880404,
analcatdata_dmft,random_forest,2,0.555876599064298,0.0940901989815756,0.014325964031741,
analcatdata_dmft,random_forest,3,0.5285496700232456,0.0928537140134722,0.0142971109598875,
analcatdata_dmft,random_forest,4,0.5282922661955796,0.0930485859280452,0.0143657330190762,
analcatdata_dmft,xgboost,0,0.5294266933288103,0.3706330920103937,0.0037027839571237,
analcatdata_dmft,xgboost,1,0.5298525602870514,0.1588028080295771,0.0028819700237363,
analcatdata_dmft,xgboost,2,0.5720878177290839,0.1577588600339368,0.0028230720199644,
analcatdata_dmft,xgboost,3,0.5317993612619399,0.1572198070352897,0.002861239016056,
analcatdata_dmft,xgboost,4,0.5321997031667592,0.1597138470970094,0.0028842930914834,
analcatdata_dmft,lightgbm,0,0.5477280272239198,0.1485314540332183,0.0034419649746268,
analcatdata_dmft,lightgbm,1,0.571608959638633,0.1463788920082152,0.0033265330130234,
analcatdata_dmft,lightgbm,2,0.5481253457480436,0.1384970729704946,0.0033427779562771,
analcatdata_dmft,lightgbm,3,0.5458066105838291,0.1380305760540068,0.0033678649924695,
analcatdata_dmft,lightgbm,4,0.5341651738096175,0.1395314059918746,0.0033967880299314,
analcatdata_dmft,catboost,0,0.5598355178103859,3.3490965419914573,0.0020797729957848,
